ratemyprof_id,first_name,last_name,num_of_ratings,overall_rating,tDept
2479084,Melinda,Haas,1,5.0,Nursing
1702433,Angela,Haase,2,4.5,Accounting
1203665,David,Habawnik,7,3.7,English
1622003,Mike,Habberfield,5,2.1,Geography
1920240,Johannes,Hachmann,12,4.7,Engineering
1362054,David,Hadbawnik,4,2.8,English
1400038,Ali,Hadjesfandiari,4,2.6,Engineering
2023294,Min,Haesik ,10,1.5,Communicative Disorders
2643460,Saima,Hafeez,1,1.0,Linguistics
2653595,Rachael,Hageman Blair,4,4.3,Engineering
2220675,Jennifer,Haggerty,15,4.0,Engineering
931507,Annika,Hagley,15,4.2,Political Science
1508709,Bradley,Hahn,6,4.8,Social Work
2393688,Arezoo,Hajesfandiari,19,2.6,Mech. & Aerospace Engineering
2659416,Faegheh,Hajhosseini,2,4.0,English
1563820,Walter,Hakala,38,4.3,English
1112381,Steven,Halady,3,4.5,Philosophy
1373336,Michael,Halberstam,2,1.2,Law
2272137,Travis,Hales,0,0,Social Work
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
1482682,Paige,Hall,1,3.5,Not Specified
2149164,Micheal,Halliday,0,0,History
2149164,Micheal,Halliday,0,0,History
1142850,Garry,Halliwell,6,4.7,Mathematics
205035,Stephen,Halpern,61,3.3,Political Science
1408133,Evan,Halstead,5,5.0,Physics
1672039,Timothy,Halter,1,3.0,Chemistry
1278942,Dennis,Hamilton,8,4.1,Law
1278942,Dennis,Hamilton,8,4.1,Law
92826,Susan,Hamlen,24,3.0,Accounting
92826,Susan,Hamlen,24,3.0,Accounting
92826,Susan,Hamlen,24,3.0,Accounting
1276253,Brian,Hammer,3,4.7,Art History
1247634,Graham,Hammill,4,4.6,English
2323149,Emily,Hammond,30,4.2,Engineering
2323149,Emily,Hammond,30,4.2,Engineering
413005,Moriah,Hampton,8,4.1,English
2538256,Clayton,Hamre,3,3.3,Linguistics
2407575,Seong Won,Han,0,0,Education
1256158,Anton,Hand,0,0,Fine Arts
2385984,Sarah,Handley-Cousins,7,5.0,History
492288,Sandra,Handy,7,4.2,Social Science
727472,David,Hangauer,23,2.6,Chemistry
1066795,John,Hannon,13,4.7,Management
2027535,Eric,Hanson,1,2.5,Political Science
1531200,Faizan,Haq,1,5.0,Religion
1531200,Faizan,Haq,1,5.0,Religion
1816369,Brian,Hardt,4,3.8,Political Science
2760692,Colter,Harper,0,0,Music
2624154,Benedikt,Harrer,17,2.1,Physics
1887154,Ashley,Harrington,1,4.5,English
1475994,Brianna,Harris,12,4.8,Psychology
1475994,Brianna,Harris,12,4.8,Psychology
1475994,Brianna,Harris,12,4.8,Psychology
1703248,Laura,Harrison,1,5.0,Anthropology
1703248,Laura,Harrison,1,5.0,Anthropology
378460,Janet,Harszlak,10,4.3,Communication
1191300,Thomas,Hart,7,4.1,History
1191300,Thomas,Hart,7,4.1,History
1191300,Thomas,Hart,7,4.1,History
2352835,Chelsey,Hartley,8,4.7,Psychology
2055417,Jesse,Hartloff,147,2.8,Computer Science
2010678,Dave ,Hartrich,3,5.0,Management
2309428,Madeline,Harts,0,0,Music
2649198,Hannah,Harvey,1,5.0,Classics
2649198,Hannah,Harvey,1,5.0,Classics
1355717,Akio,Hasegawa,1,4.5,Languages
2022277,Mimi,Haskins,4,1.6,Nursing
2166971,Alaa,Hassan Ali,35,3.4,Mech.  Aerospace Engineering
746222,Brian,Hassard,32,2.8,Mathematics
987102,Janice,Hastrup,6,2.4,Psychology
473536,Hiroaki,Hata,12,2.6,Architecture
1849530,Kazuma,Hatano,5,4.5,English
1889593,John,Hatch,7,2.4,Physics
2660553,Richard,Hatcher,3,4.7,Linguistics
1201681,Erin,Hatton,55,3.8,Sociology
1058594,Dan,Haumschild,10,4.8,English
1696625,Jason,Havens,1,3.0,Engineering
260355,Larry,Hawk,260,4.3,Psychology
1728547,Clinton,Haycraft,7,2.9,Music
1184988,William,Hayden,18,3.5,Management
1184988,William,Hayden,18,3.5,Management
1184988,William,Hayden,18,3.5,Management
1184988,William,Hayden,18,3.5,Management
1683092,J. Michael,Hayes,3,4.8,Law
1565840,Nan,Haynes,5,4.9,Law
287227,Christine,Hayter,96,4.7,Mathematics
2401189,Shuhua,He,1,3.0,Economics
2401189,Shuhua,He,1,3.0,Economics
2401189,Shuhua,He,1,3.0,Economics
1207910,David,Head,3,3.7,History
2451081,Connor,Healey,1,5.0,Music
2654306,Sarah,Heavey,0,0,Health Science
1464781,Kelly,Hecklinger,24,3.2,English
2495312,Chihiro,Heckman,1,5.0,Linguistics
2495312,Chihiro,Heckman,1,5.0,Linguistics
2778852,Christopher,Heffner,1,2.0,Communicative Disorders
1969794,Cecile,Heim,1,5.0,English
2642173,Iven,Heister,0,0,English
2744362,Victoria,Hellman-Koester,1,5.0,Education
1083357,David,Hemmer,23,3.5,Mathematics
1083357,David,Hemmer,23,3.5,Mathematics
474479,Brian,Henderson,10,2.5,Film
474479,Brian,Henderson,10,2.5,Film
474479,Brian,Henderson,10,2.5,Film
474479,Brian,Henderson,10,2.5,Film
474479,Brian,Henderson,10,2.5,Film
2390629,Alison,Hendricks,6,3.8,Communicative Disorders
2271186,Blake,Hendrickson,4,4.2,Communication
1496812,Brendan,Henessey,3,4.0,Film
169110,Todd,Hennessey,206,3.6,Biology
2585613,Todd,Hennessy,5,2.8,Biology
156827,Michael,Henning,12,5.0,Psychology
2043046,lauren,hennings,2,2.8,Mathematics
2494914,Kaitlyn,Henry,1,5.0,English
2035826,Laura,Hensch,10,2.9,English
2314553,Nicholas,Henshue,16,4.4,Geology
2596149,Amy,Hequembourg,1,5.0,Sociology
2762926,Maria,Hernandez,0,0,Romance Languages amp Lit
169116,Clyde,Herreid,294,3.7,Biology
2451076,Luis,Herrera,1,5.0,Electrical Engineering
205898,Dave,Hershenov,51,2.9,Philosophy
2190272,Matthew,Hertz,67,3.7,Computer Science
2636080,David,Herzberg,2,5.0,Humanities
2636080,David,Herzberg,2,5.0,Humanities
1884533,Matthew,Herzog,5,3.5,English
1046131,Daniel,Hess,15,4.5,Architecture
1325855,Renae,Hesse,1,4.5,Psychology
2622533,Sharon,Hewner,2,1.5,Nursing
2263512,Alan,Hibbard,0,0,Management
1121923,Arlene,Hibschweiler,27,4.0,Management
1121146,A,Hicks,5,3.3,Philosophy
843309,Carolyn,Higbie,8,4.5,Classics
1492438,D E,Higgens,2,5.0,Not Specified
1902784,Chloe,Higginbotham,0,0,Film
1902784,Chloe,Higginbotham,0,0,Film
1036137,Michael,Higgins,17,4.7,Mathematics
1036137,Michael,Higgins,17,4.7,Mathematics
1964797,Rachel,Hinkle,12,4.7,Political Science
1910568,Joanna,Hinks,1,5.0,Mech. & Aerospace Engineering
498107,Sachiko,Hiramatsu,12,4.3,Languages
2464549,Megan,Hirner,4,4.8,English
2253605,Mark,Hjalmarson,3,5.0,Business
2126595,Kenneth,Ho,7,1.9,Economics
220441,Robert,Hoeing,38,5.0,Linguistics
2443437,David,Hoekstra,7,3.9,Biology
1418894,R F,Hoey,4,2.1,Psychology
1119262,Faith,Hoffman,4,4.2,Not Specified
1119262,Faith,Hoffman,4,4.2,Not Specified
1119262,Faith,Hoffman,4,4.2,Not Specified
2466142,Kenneth,Hoffmann,1,5.0,Engineering
2006428,Wilma,Hofmann,14,2.8,Science
1150753,Sarah,Hogan,5,4.2,English
2428057,Thomas,Hohle,11,4.9,Biochemistry
1937470,Megan,Holland,4,2.4,Education
182981,Margaret,Hollingsworth,28,3.0,Biology
1099526,Christopher,Hollister,8,5.0,Library Science
1099526,Christopher,Hollister,8,5.0,Library Science
115451,James,Holmes,55,3.2,Economics
2622768,Nicholas,Holowka,2,5.0,Anthropology
255757,James,Holstun,53,3.5,English
2760691,Matias,Homar,0,0,Music
2731342,William,Honchul,0,0,Law
926941,Junhao,Hong,16,2.9,Communication
926941,Junhao,Hong,16,2.9,Communication
2770058,Anja,Honisett,0,0,Art
2614347,John,Hopfensperger,1,4.0,Mathematics
1007273,Douglas,Hopkins,2,3.5,Engineering
113529,Maria,Horne,18,3.6,Theater
2700960,Veronica,Horowitz,3,5.0,Criminal Justice
743,Peter,Horvath,21,4.5,Health Science
1707387,Lori,Hossain,19,1.7,English
1707387,Lori,Hossain,19,1.7,English
2176763,Leila,Hosseinzadehshahri,31,3.5,Chemistry
2255849,Dave,Hostler,10,1.9,Science
982151,Rebecca,Houston,9,4.3,Psychology
982151,Rebecca,Houston,9,4.3,Psychology
915525,Peter,Howard,15,4.2,English
1516184,Barbara,Howe,4,2.8,Sociology
2699683,Kris,Hoyt,0,0,Chemistry
2072198,Najla ,Hrustanovic,3,5.0,Psychology
507244,Xuedong,Hu,13,2.9,Physics
507244,Xuedong,Hu,13,2.9,Physics
507244,Xuedong,Hu,13,2.9,Physics
507244,Xuedong,Hu,13,2.9,Physics
762345,Tsan,Huang,5,4.8,Linguistics
762345,Tsan,Huang,5,4.8,Linguistics
762345,Tsan,Huang,5,4.8,Linguistics
762345,Tsan,Huang,5,4.8,Linguistics
497560,Stacy,Hubbard,26,2.3,English
1918532,Lara,Hubel,4,4.0,English
2766592,Alexander,Huddleston,0,0,Music
1195087,P J,Hudson,2,4.8,Not Specified
1195087,P J,Hudson,2,4.8,Not Specified
1195087,P J,Hudson,2,4.8,Not Specified
1707925,Eric,Huebner,8,3.9,Music
794499,Ronald,Huefner,2,4.8,Accounting
2123340,Max,Huemer,2,5.0,Classics
2454773,William,Huff,0,0,Architecture
1982449,Caryn,Hufford,2,3.0,Nutrition
1448870,Aaron,Hughes,10,4.3,History
1448870,Aaron,Hughes,10,4.3,History
1448870,Aaron,Hughes,10,4.3,History
1993382,Jang Wook,Huh,5,4.7,American Studies
1993382,Jang Wook,Huh,5,4.7,American Studies
352398,Christine,Human,36,4.3,Engineering
1484240,Matthew,Hume,8,3.7,Architecture
2042991,Joseph,Hundley,19,2.7,Mathematics
1189099,Yu Ju,Hung,7,4.1,Languages
1189099,Yu Ju,Hung,7,4.1,Languages
654396,Alan,Hunt,18,4.8,Computer Science
1599431,Cynthia,Hunter,11,2.9,Psychology
1599431,Cynthia,Hunter,11,2.9,Psychology
1599431,Cynthia,Hunter,11,2.9,Psychology
1599431,Cynthia,Hunter,11,2.9,Psychology
1169941,Carolyn,Hurley,9,3.9,Communication
1297352,Mike,Hurst,9,4.2,English
1590997,Mohammad,Husain,2,2.2,Computer Science
1590997,Mohammad,Husain,2,2.2,Computer Science
2760695,Raymond,Hutchings,1,5.0,Mathematics
1790512,Lara,Hutson,104,4.0,Biology
2760696,Bao,Huynh,1,3.0,Mathematics
1052433,Joyce,Hwang,8,3.4,Architecture
1052433,Joyce,Hwang,8,3.4,Architecture
148700,Martha,Hyde,5,3.1,Music
1120960,Ia,Iashvili,11,3.0,Physics
1143590,Paco,Ibara,3,5.0,Languages
1143590,Paco,Ibara,3,5.0,Languages
2632717,Muhanned,Ibrahim,0,0,Computer Science & Engineering
1072587,Roxana,Idu,4,3.2,Economics
2083818,Maria ,Improta,1,5.0,English
2500537,Asif,Imran,23,4.1,Computer Science
2362074,Stuart,Inglis,0,0,Medicine
2362074,Stuart,Inglis,0,0,Medicine
2339444,Callie,Ingram,2,4.5,English
1921921,Ciprian,Ionita,2,5.0,Engineering
970972,Jeff,Iovannoe,3,5.0,American Studies
2609123,Andrew,Irish,1,5.0,Social Work
865264,Shaun,Irlam,20,3.6,Literature
1706173,Arif,Islam,5,4.4,Engineering
1482096,Joshua,Isralowitz,1,4.0,Mathematics
624968,Hodan,Isse,69,2.8,Economics
1051614,A S,Isselbaecher,17,4.8,Languages
760322,Anne,Izydorczak,8,4.1,Mathematics
1496677,Callan,Jackson,3,5.0,Communication
1496677,Callan,Jackson,3,5.0,Communication
1199387,Hella,Jacob,3,4.2,Languages
1199387,Hella,Jacob,3,4.2,Languages
1199387,Hella,Jacob,3,4.2,Languages
2725819,Cassandra,Jacobs,0,0,Linguistics
2725819,Cassandra,Jacobs,0,0,Linguistics
942412,Stephen,Jacobson,2,4.8,Education
2176894,Geoffrey,Jacquez,0,0,Geography
2323462,Margarete,Jadamec,2,5.0,Geology
528866,Jeri,Jaeger,8,4.9,Linguistics
220865,Arun,Jain,14,2.8,Marketing
322077,Maureen,Jameson,10,4.5,Romance Languages & Lit
2626694,Julia,Jamrozik,0,0,Architecture
234973,Sue,Janczak,9,2.8,Library Science
357268,Marie,Janicke,69,3.3,Biochemistry
2276685,Timothy,Janikowski,3,3.0,Education
839766,Igor,Jankovic,29,4.0,Engineering
1096191,Andrew,Jansma,26,2.1,Accounting
180588,James,Javor,286,4.3,Mathematics
180588,James,Javor,286,4.3,Mathematics
2774672,Sian,Jay,0,0,Anthropology
1336893,Bharat,Jayaraman,20,4.0,Computer Science
1656987,John,Jennings,2,5.0,Design
1656987,John,Jennings,2,5.0,Design
157536,James,Jensen,31,3.9,Engineering
1143473,Jacob,Jewusiak,7,3.9,English
2064551,Yuting,Jia,6,3.4,Languages
1226005,Zhan,Jiang,4,3.5,Finance
1226005,Zhan,Jiang,4,3.5,Finance
1226005,Zhan,Jiang,4,3.5,Finance
1226005,Zhan,Jiang,4,3.5,Finance
2513151,Yanwei,Jin,0,0,Linguistics
2513151,Yanwei,Jin,0,0,Linguistics
2513151,Yanwei,Jin,0,0,Linguistics
2356489,Pedram,Johari,2,4.5,Electrical Engineering
2149572,Brendan,Johns,6,2.8,Communicative Disorders
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
452147,Gregg,Johnson,22,4.2,Political Science
2039873,Carl,Jolley,1,5.0,Select department
2541171,Shanon,Jonas,0,0,English
1033475,Cindy,Jones,8,4.1,Languages
1033475,Cindy,Jones,8,4.1,Languages
1033475,Cindy,Jones,8,4.1,Languages
2449344,Jurriaan,Jong,1,4.0,Management
373709,Ben,Joplin,10,4.4,English
1661957,Robin,Jordan,9,4.7,English
2508896,Kenneth,Joseph,1,5.0,Computer Science
2508896,Kenneth,Joseph,1,5.0,Computer Science
2401182,Meghana Arun,Joshi,37,2.5,Anthropology
2668893,Roslyn,Joy-Colon,1,1.0,Social Science
1839463,Adrian,Juarez,7,3.4,Nursing
1224310,Eva,Juarros-Daussa,2,4.0,Languages
1990723,Heidi,Julien,6,1.8,Library Science
2754941,Zukhriddin,Juliev,0,0,Economics
2627418,Xia,Jun,1,1.0,Engineering
1329204,Jae Hun,Jung,21,3.7,Mathematics
1800777,Michael,Justiana,0,0,Languages
2293127,Holly,Justice,0,0,Learning Center
2542883,Scott,Kabel,2,4.5,English
1426629,Keith,Kadish,4,3.1,Law
2602142,N.D.,Kagelmacher,0,0,Biology
1376496,Gary,Kajtoch,1,4.5,Management
453401,Thomas,Kalman,25,1.8,Chemistry
2571485,Amber,Kalush,3,4.7,Anthropology
2445411,Darrell,Kaminski,9,1.6,Engineering
1307201,Russell,Kamis,1,5.0,Management
1308217,Dennis,Kane,6,4.8,Social Science
475757,Tai,Kang,10,2.8,Sociology
475757,Tai,Kang,10,2.8,Sociology
475757,Tai,Kang,10,2.8,Sociology
475757,Tai,Kang,10,2.8,Sociology
372628,George,Kannar,25,2.5,Law
1938951,Kamal,Kant,3,1.3,Communication
1938951,Kamal,Kant,3,1.3,Communication
1385645,Kelly,Kantz,1,5.0,Education
570860,Musindu,Kanya-Ngambi,15,3.9,Languages
2698954,Patience,Kapfer,1,3.0,Political Science
1739276,Rob,Kappel,4,4.2,Sociology
2518266,Tiffany,Karalis Noel,6,5.0,Education
2570944,Khashayar,Karami,0,0,Finance
2570944,Khashayar,Karami,0,0,Finance
2716548,Maliheh,Karamigolbaghi,1,5.0,Engineering
2024325,James,Karnes,5,2.2,Biochemistry
1496156,Justin,Karter,5,5.0,Social Science
2016279,Stacey ,Kartub,3,5.0,English
2462249,Nuwan,Karunaratne,7,4.4,Physics
2267691,Mark,Karwan,8,4.6,Engineering
434380,Yasuko,Kase,6,2.6,Not Specified
2437820,Rahul,Kashyap,1,5.0,Mathematics
1073469,Edward,Kasprzak,12,5.0,Engineering
2049993,Jonathan,Kaszuba,1,3.5,Biology
2628795,Alan,Katerinsky,3,4.7,Business
1890854,Jacob,Kathman,24,4.3,Political Science
1676656,Johnathan,Katz,0,0,Art History
1676656,Johnathan,Katz,0,0,Art History
2505146,Nicola,Katzman,1,5.0,Psychology
888630,Madeleine,Kaufman,2,5.0,Classics
548415,Raj,Kaul,10,2.0,Engineering
2384109,Taranpreet,Kaur,0,0,Physics
1469675,Mansoor,Kazi,2,4.0,Social Work
1722916,Eiichiro,Kazumori,2,4.5,Economics
721308,Damien,Keane,33,3.3,English
1967286,Erin,Kearney,4,2.9,Education
327288,John,Kearns,13,2.0,Philosophy
327288,John,Kearns,13,2.0,Philosophy
1661635,Robert,Keefe,13,3.5,Social Work
1920036,Kim ,Keil,10,1.4,Chemistry
188918,Jerome,Keister,166,2.8,Chemistry
2652817,Mustafa,Kekec,8,4.7,Social Science
1264238,Harrison,Kelly,13,4.0,Engineering
1264238,Harrison,Kelly,13,4.0,Engineering
1264238,Harrison,Kelly,13,4.0,Engineering
783321,Colleen,Kennedy,3,4.8,English
783321,Colleen,Kennedy,3,4.8,English
2433711,Amanda,Kennell,22,1.5,Asian American Studies
2480559,William,Kennelly,1,1.0,Business
2425973,Christina,Kennison,2,5.0,Engineering
2416584,Mary,Keovisai,0,0,Social Work
2657972,Sean,Kermath,0,0,Philosophy
1133784,Helene,Kershner,6,4.7,Computer Science
869004,Thenkurussi,Kesavadas,10,4.6,Engineering
2039872,Joel,Keyes,0,0,Select department
2174880,Jobaidur,Khan,30,2.7,Engineering
900499,Avtandyl,Kharchilava,37,2.4,Physics
2692418,Joshua,Khavis,4,4.0,Accounting
259852,Mikhail,Khenner,15,3.1,Mathematics
1807319,Akm Bashir,Khoda,0,0,Engineering
2146781,Negar,Khorasani,5,3.4,Engineering
2146781,Negar,Khorasani,5,3.4,Engineering
2706434,Conrad,Kickert,0,0,Architecture
1569066,Philip,Kiernan,14,3.3,Classics
2287084,Colin,Kilcoyne,1,5.0,Physics
2497654,Bengier,Kilic,16,2.3,Mathematics
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
396353,Kenneth,Kim,10,3.9,Business
2744106,Shelley,Kimelberg,1,5.0,Sociology
1985989,Christopher,King,4,4.5,Psychology
1985989,Christopher,King,4,4.5,Psychology
1985989,Christopher,King,4,4.5,Psychology
527742,William,Kinney,28,4.3,Physics
1850020,Shosuke,Kinugawa,5,3.7,English
2087400,Dmitri,Kireyev,1,4.0,Mathematics
2665523,Joel,Kirk,0,0,Music
133265,Rajiv,Kishore,11,2.6,Business
262326,Sandra,Kisker,61,4.0,Mathematics
1426547,Shira,Klaiman,1,3.0,Psychology
1783166,Frederick,Klaits,17,4.5,Anthropology
1919041,Tress,Klassen,3,4.3,English
2523461,Nicole,Klem,0,0,Nutrition
2343157,Matthew,Knepley,41,1.5,Computer Science
2516003,Thea,Knowles,9,3.8,Communicative Disorders
1350238,Eon Suk,KO,5,2.7,Languages
1350238,Eon Suk,KO,5,2.7,Languages
2125538,Anastasiya,Kobrina,0,0,Psychology
1786096,Peter,Koch,2,5.0,Philosophy
1279476,Hylarie,Kochiras,3,2.8,Philosophy
783577,JP,Koenig,12,4.0,Linguistics
783577,JP,Koenig,12,4.0,Linguistics
1725823,Tamara G,Kofke,7,2.4,Engineering
1725823,Tamara G,Kofke,7,2.4,Engineering
1010797,Dan,Kohane,9,4.0,Law
2069038,Jeffrey,Kohler,18,4.6,History
2069038,Jeffrey,Kohler,18,4.6,History
2759085,Sarah,Kolberg,0,0,Film
2654799,Isaac,Kolding,1,5.0,English
652048,Debra,Kolodczak,23,3.3,American Studies
1707924,Thomas,Kolor,3,5.0,Music
2748505,Stephan,Kolzenburg,1,5.0,Geology
490926,Lisimachos,Kondi,11,3.4,Engineering
2407843,Cheryl,Kondrak,1,5.0,Psychology
2327382,Pianpian,Kong,1,4.0,Marketing
2327382,Pianpian,Kong,1,4.0,Marketing
1533016,Morani,Kornberg-Weiss,1,4.0,English
398470,Carolyn,Korsmeyer,5,4.9,Philosophy
1671047,Kenneth,Kort,0,0,Chemistry
1698759,Tevfik,Kosar,44,4.5,Computer Science
2403622,Daniel,Kosman,1,5.0,Biochemistry
1321622,Kathleen,Kost,17,3.4,Social Work
1377054,Daniel,Kotzin,4,4.4,Jewish Studies
910732,Gerald,Koudelka,6,4.8,Biology
2609718,Samantha,Koury,2,1.0,Social Work
1575611,Dimitrios,Koutsonikolas,33,4.8,Computer Science
1399444,Ryan,Kovel,0,0,Business
2184336,Renata,Kowalczuk,4,2.5,Law
1788143,Jill,Koyama,1,5.0,Education
1394678,Igor,Kozhanov,4,4.9,Finance
1903227,Mike,Kozlowski,0,0,Business
1903227,Mike,Kozlowski,0,0,Business
2742797,Trevor,Krabbenhoft,1,5.0,Biology
2308022,Laura,Kraning,5,3.0,Film
1900220,Ashley,Kranjac,1,5.0,Sociology
1827573,Jenny,Krantz,1,3.0,Classics
273526,John,Krasney,25,2.8,Science
2735867,Richard,Kraude,1,1.0,Management
239324,Jon,Kraus,48,2.0,Mathematics
239324,Jon,Kraus,48,2.0,Mathematics
1375,Denise,Krause,29,4.0,Social Science
1911452,Jelena,Krgovic,3,4.0,Philosophy
1925743,Ashima,Krishna,32,1.6,Architecture
1108179,Mark,Kristal,4,3.6,Psychology
1625089,Eckhard,Krotscheck,3,2.5,Physics
17340,Venkat,Krovi,14,2.1,Engineering
2364017,Jessica,Kruger,31,4.8,Health Science
2129153,Mike,Krupski,23,4.2,Marketing
2129153,Mike,Krupski,23,4.2,Marketing
689378,Frank,Krzystofiak,13,4.5,Business
1724052,Beth,Kuberka,5,4.7,Languages
1432516,Aubrey,Kubiak,1,5.0,Languages
804382,Dietrich,Kuhlmann,252,4.3,Mathematics
2269782,Gökhan,Kul,0,0,Computer Science
2482880,karolina,kulika,2,3.0,Women's Studies
2707440,Nitin,Kulkarni,0,0,Computer Science & Engineering
2761738,Brian,Kulpa,0,0,Urban & Regional Planning
1693234,Gaurav,Kumar,0,0,Computer Science
1693234,Gaurav,Kumar,0,0,Computer Science
1693234,Gaurav,Kumar,0,0,Computer Science
1774643,Sanjiban,Kundu,2,4.8,Computer Science
1774643,Sanjiban,Kundu,2,4.8,Computer Science
2648318,Peyton,Kunselman,4,4.8,Chemistry
2342004,Shiu-Ming,Kuo,0,0,Nutrition
1860191,Melis,Kural,7,3.3,Sociology
1683269,Murat,Kurt,23,4.9,Not Specified
767880,Steven,Kurtz,9,3.8,Fine Arts
2401183,Lauren,Kuryloski,9,4.4,Engineering
1907939,Cagatay,Kutluhan,15,3.8,Mathematics
2381633,Mark,Kwandrans,1,3.0,Management
1723609,Changhyun,Kwon,4,3.5,Engineering
1723609,Changhyun,Kwon,4,3.5,Engineering
1761185,Yoonhee,Kyung,8,3.9,Psychology
1916252,Thomas,Labert,10,4.0,Economics
394984,Catherine,Laberta,19,1.8,Not Specified
2490438,Melanie,Lacan,1,5.0,Anthropology
926939,Derek,Lackaff,13,4.5,Communication
2199917,David,Lacy,6,2.8,Chemistry
2199917,David,Lacy,6,2.8,Chemistry
1381211,Douglas,LaFountain,4,4.8,Mathematics
791959,James,LaFountaine,125,2.0,Science
1109996,Mark,Lafrenz,7,4.1,Philosophy
2514129,Francis,Lagor,1,4.0,Engineering
2514129,Francis,Lagor,1,4.0,Engineering
2196307,Eero,Laine,7,5.0,Theater
2051821,Scott,Laing,11,5.0,Business
1877222,Jeremy,Lakoff,11,4.7,English
1152179,Arun,Lakshmanan,10,3.9,Marketing
1495183,Joshua,Lam,10,4.0,English
1495183,Joshua,Lam,10,4.0,English
1495183,Joshua,Lam,10,4.0,English
1938959,Veronica ,Lamarche,5,4.0,Psychology
101761,Charles,Lamb,30,4.0,Political Science
933405,Silke,Lambert,7,4.9,Languages
2182841,Mike,LaMonte,1,4.0,Health Science
2544085,Melinda,Lamoreux,1,5.0,Theater
1859367,Stephen,Lancaster,1,3.0,Sociology
1324254,Jacob,Lang,36,3.5,History
1862630,Michael,Langberg,19,3.5,Electrical Engineering
942950,Hal,Langfur,30,3.5,History
2433612,Michael,Langlois,2,2.0,Social Work
1665012,Kesha,Lanier,1,5.0,Humanities
884680,Tilman,Lanz,26,3.2,Anthropology
1738356,Nathan,Large,1,1.5,Psychology
283968,Chris,Larsen,45,3.5,Geography
263010,Howard,Lasker,21,2.6,Biology
2217960,Julia,Latorre,20,2.2,Engineering
2685513,Tahleen,Lattimer,1,5.0,Communication
2204789,Richard,Laub,1,2.0,Geology
1228871,Kate,Lavail,7,1.8,Communication
1575062,Diane,Lavallee,1,1.0,Law
438409,Brian,Lavalley,6,4.4,Communication
2063367,Chad,Lavin,4,5.0,English
1322662,J M,Lawler,9,1.9,History
1322662,J M,Lawler,9,1.9,History
1322662,J M,Lawler,9,1.9,History
2072192,Jenifer,Lawrence,1,4.0,Psychology
2334892,Alexandra,Lawson,0,0,Linguistics
727527,Stuart,Lazar,11,3.2,Law
2082187,Karen,Lazik,9,3.8,Humanities
1883420,Anh Tommy,LE,1,4.0,History
1883420,Anh Tommy,LE,1,4.0,History
1312777,Olivier,Le Blond,8,4.7,Languages
2426696,Michael,Lecky,6,2.8,Geography
2623384,Annette,Lecuyer,1,5.0,Architecture
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
1184184,Leng-Feng,Lee,10,4.1,Engineering
2279889,Landon,Lehman,10,3.2,Physics
1709805,David,Leighty,0,0,Fine Arts
2172442,Melinda,Lemke,0,0,Education
2143717,Gerald,Lemoine Jr,24,4.8,Management
1520180,Mark,Lempke,16,3.9,History
2621857,James,Lenker,1,5.0,Health Science
2365006,Lucia,Leone,1,1.0,Health Science
2630942,Daniel,Lesinski,1,2.0,Social Science
2408914,Alia,Lesnek,3,5.0,Geology
509851,Richard,Lesniak,22,4.1,Communication
2513173,Jennifer,Lester,7,3.3,Political Science
1837725,Steven,Leuthe,9,1.3,Mathematics
2201087,Ash,Levitt,0,0,Psychology
1778440,Laura,Levon,4,4.6,Anthropology
833519,Kenneth,Levy,24,2.6,Psychology
